[(0, 158), (0, 177), (0, 151), (0, 171), (0, 165)]
[(1, 157), (1, 177), (1, 150), (1, 171), (1, 164)]
[(2, 157), (2, 178), (2, 149), (2, 171), (2, 164)]
[(3, 156), (3, 179), (3, 148), (3, 172), (3, 164)]
[(4, 156), (4, 180), (4, 147), (4, 172), (4, 164)]
[(5, 155), (5, 180), (5, 146), (5, 172), (5, 164)]
[(6, 155), (6, 181), (6, 145), (6, 173), (6, 164)]
[(7, 154), (7, 182), (7, 144), (7, 173), (7, 164)]
[(8, 154), (8, 183), (8, 143), (8, 173), (8, 164)]
[(9, 153), (9, 183), (9, 142), (9, 174), (9, 164)]
[(10, 153), (10, 184), (10, 141), (10, 174), (10, 164)]
[(11, 152), (11, 185), (11, 140), (11, 175), (11, 164)]
[(12, 152), (12, 186), (12, 140), (12, 175), (12, 164)]
[(13, 151), (13, 186), (13, 139), (13, 175), (13, 164)]
[(14, 151), (14, 187), (14, 138), (14, 176), (14, 164)]
[(15, 150), (15, 188), (15, 137), (15, 176), (15, 164)]
[(16, 150), (16, 189), (16, 136), (16, 176), (16, 164)]
[(17, 149), (17, 189), (17, 135), (17, 177), (17, 164)]
[(18, 149), (18, 190), (18, 134), (18, 177), (18, 164)]
[(19, 148), (19, 191), (19, 133), (19, 178), (19, 164)]
[(20, 148), (20, 192), (20, 132), (20, 178), (20, 163)]
[(21, 147), (21, 192), (21, 131), (21, 178), (21, 163)]
[(22, 147), (22, 193), (22, 130), (22, 179), (22, 163)]
[(23, 146), (23, 194), (23, 129), (23, 179), (23, 163)]
[(24, 146), (24, 195), (24, 129), (24, 179), (24, 163)]
[(25, 145), (25, 195), (25, 128), (25, 180), (25, 163)]
[(26, 145), (26, 196), (26, 127), (26, 180), (26, 163)]
[(27, 144), (27, 197), (27, 126), (27, 181), (27, 163)]
[(28, 144), (28, 198), (28, 125), (28, 181), (28, 163)]
[(29, 143), (29, 198), (29, 124), (29, 181), (29, 163)]
[(30, 143), (30, 199), (30, 123), (30, 182), (30, 163)]
[(31, 143), (31, 200), (31, 122), (31, 182), (31, 163)]
[(32, 142), (32, 201), (32, 121), (32, 182), (32, 163)]
[(33, 142), (33, 201), (33, 120), (33, 183), (33, 163)]
[(34, 141), (34, 202), (34, 119), (34, 183), (34, 163)]
[(35, 141), (35, 203), (35, 118), (35, 183), (35, 163)]
[(36, 140), (36, 204), (36, 118), (36, 184), (36, 163)]
[(37, 140), (37, 204), (37, 117), (37, 184), (37, 163)]
[(38, 139), (38, 205), (38, 116), (38, 185), (38, 163)]
[(39, 139), (39, 206), (39, 115), (39, 185), (39, 163)]
[(40, 138), (40, 207), (40, 114), (40, 185), (40, 162)]
[(41, 138), (41, 207), (41, 113), (41, 186), (41, 162)]
[(42, 137), (42, 208), (42, 112), (42, 186), (42, 162)]
[(43, 137), (43, 209), (43, 111), (43, 186), (43, 162)]
[(44, 136), (44, 210), (44, 110), (44, 187), (44, 162)]
[(45, 136), (45, 210), (45, 109), (45, 187), (45, 162)]
[(46, 135), (46, 211), (46, 108), (46, 188), (46, 162)]
[(47, 135), (47, 212), (47, 107), (47, 188), (47, 162)]
[(48, 134), (48, 213), (48, 107), (48, 188), (48, 162)]
[(49, 134), (49, 213), (49, 106), (49, 189), (49, 162)]
[(50, 133), (50, 214), (50, 105), (50, 189), (50, 162)]
[(51, 133), (51, 215), (51, 104), (51, 189), (51, 162)]
[(52, 132), (52, 216), (52, 103), (52, 190), (52, 162)]
[(53, 132), (53, 216), (53, 102), (53, 190), (53, 162)]
[(54, 131), (54, 217), (54, 101), (54, 191), (54, 162)]
[(55, 131), (55, 218), (55, 100), (55, 191), (55, 162)]
[(56, 130), (56, 219), (56, 99), (56, 191), (56, 162)]
[(57, 130), (57, 219), (57, 98), (57, 192), (57, 162)]
[(58, 129), (58, 220), (58, 97), (58, 192), (58, 162)]
[(59, 129), (59, 221), (59, 96), (59, 192), (59, 162)]
[(60, 129), (60, 222), (60, 96), (60, 193), (60, 161)]
[(61, 128), (61, 222), (61, 95), (61, 193), (61, 161)]
[(62, 128), (62, 223), (62, 94), (62, 193), (62, 161)]
[(63, 127), (63, 224), (63, 93), (63, 194), (63, 161)]
[(64, 127), (64, 225), (64, 92), (64, 194), (64, 161)]
[(65, 126), (65, 225), (65, 91), (65, 195), (65, 161)]
[(66, 126), (66, 226), (66, 90), (66, 195), (66, 161)]
[(67, 125), (67, 227), (67, 89), (67, 195), (67, 161)]
[(68, 125), (68, 228), (68, 88), (68, 196), (68, 161)]
[(69, 124), (69, 228), (69, 87), (69, 196), (69, 161)]
[(70, 124), (70, 229), (70, 86), (70, 196), (70, 161)]
[(71, 123), (71, 230), (71, 85), (71, 197), (71, 161)]
[(72, 123), (72, 231), (72, 85), (72, 197), (72, 161)]
[(73, 122), (73, 231), (73, 84), (73, 198), (73, 161)]
[(74, 122), (74, 232), (74, 83), (74, 198), (74, 161)]
[(75, 121), (75, 233), (75, 82), (75, 198), (75, 161)]
[(76, 121), (76, 234), (76, 81), (76, 199), (76, 161)]
[(77, 120), (77, 234), (77, 80), (77, 199), (77, 161)]
[(78, 120), (78, 235), (78, 79), (78, 199), (78, 161)]
[(79, 119), (79, 236), (79, 78), (79, 200), (79, 161)]
[(80, 119), (80, 237), (80, 77), (80, 200), (80, 160)]
[(81, 118), (81, 237), (81, 76), (81, 201), (81, 160)]
[(82, 118), (82, 238), (82, 75), (82, 201), (82, 160)]
[(83, 117), (83, 239), (83, 74), (83, 201), (83, 160)]
[(84, 117), (84, 240), (84, 74), (84, 202), (84, 160)]
[(85, 116), (85, 240), (85, 73), (85, 202), (85, 160)]
[(86, 116), (86, 241), (86, 72), (86, 202), (86, 160)]
[(87, 115), (87, 242), (87, 71), (87, 203), (87, 160)]
[(88, 115), (88, 243), (88, 70), (88, 203), (88, 160)]
[(89, 114), (89, 243), (89, 69), (89, 204), (89, 160)]
[(90, 114), (90, 244), (90, 68), (90, 204), (90, 160)]
[(91, 114), (91, 245), (91, 67), (91, 204), (91, 160)]
[(92, 113), (92, 246), (92, 66), (92, 205), (92, 160)]
[(93, 113), (93, 246), (93, 65), (93, 205), (93, 160)]
[(94, 112), (94, 247), (94, 64), (94, 205), (94, 160)]
[(95, 112), (95, 248), (95, 63), (95, 206), (95, 160)]
[(96, 111), (96, 249), (96, 63), (96, 206), (96, 160)]
[(97, 111), (97, 249), (97, 62), (97, 206), (97, 160)]
[(98, 110), (98, 250), (98, 61), (98, 207), (98, 160)]
[(99, 110), (99, 251), (99, 60), (99, 207), (99, 160)]
[(100, 109), (100, 252), (100, 59), (100, 208), (100, 159)]
[(101, 109), (101, 252), (101, 58), (101, 208), (101, 159)]
[(102, 108), (102, 253), (102, 57), (102, 208), (102, 159)]
[(103, 108), (103, 254), (103, 56), (103, 209), (103, 159)]
[(104, 107), (104, 255), (104, 55), (104, 209), (104, 159)]
[(105, 107), (105, 255), (105, 54), (105, 209), (105, 159)]
[(106, 106), (106, 256), (106, 53), (106, 210), (106, 159)]
[(107, 106), (107, 257), (107, 52), (107, 210), (107, 159)]
[(108, 105), (108, 258), (108, 52), (108, 211), (108, 159)]
[(109, 105), (109, 258), (109, 51), (109, 211), (109, 159)]
[(110, 104), (110, 259), (110, 50), (110, 211), (110, 159)]
[(111, 104), (111, 260), (111, 49), (111, 212), (111, 159)]
[(112, 103), (112, 261), (112, 48), (112, 212), (112, 159)]
[(113, 103), (113, 261), (113, 47), (113, 212), (113, 159)]
[(114, 102), (114, 262), (114, 46), (114, 213), (114, 159)]
[(115, 102), (115, 263), (115, 45), (115, 213), (115, 159)]
[(116, 101), (116, 264), (116, 44), (116, 214), (116, 159)]
[(117, 101), (117, 264), (117, 43), (117, 214), (117, 159)]
[(118, 100), (118, 265), (118, 42), (118, 214), (118, 159)]
[(119, 100), (119, 266), (119, 41), (119, 215), (119, 159)]
[(120, 100), (120, 267), (120, 41), (120, 215), (120, 158)]
[(121, 99), (121, 267), (121, 40), (121, 215), (121, 158)]
[(122, 99), (122, 268), (122, 39), (122, 216), (122, 158)]
[(123, 98), (123, 269), (123, 38), (123, 216), (123, 158)]
[(124, 98), (124, 270), (124, 37), (124, 216), (124, 158)]
[(125, 97), (125, 270), (125, 36), (125, 217), (125, 158)]
[(126, 97), (126, 271), (126, 35), (126, 217), (126, 158)]
[(127, 96), (127, 272), (127, 34), (127, 218), (127, 158)]
[(128, 96), (128, 273), (128, 33), (128, 218), (128, 158)]
[(129, 95), (129, 273), (129, 32), (129, 218), (129, 158)]
[(130, 95), (130, 274), (130, 31), (130, 219), (130, 158)]
[(131, 94), (131, 275), (131, 30), (131, 219), (131, 158)]
[(132, 94), (132, 276), (132, 30), (132, 219), (132, 158)]
[(133, 93), (133, 276), (133, 29), (133, 220), (133, 158)]
[(134, 93), (134, 277), (134, 28), (134, 220), (134, 158)]
[(135, 92), (135, 278), (135, 27), (135, 221), (135, 158)]
[(136, 92), (136, 279), (136, 26), (136, 221), (136, 158)]
[(137, 91), (137, 279), (137, 25), (137, 221), (137, 158)]
[(138, 91), (138, 280), (138, 24), (138, 222), (138, 158)]
[(139, 90), (139, 281), (139, 23), (139, 222), (139, 158)]
[(140, 90), (140, 282), (140, 22), (140, 222), (140, 157)]
[(141, 89), (141, 282), (141, 21), (141, 223), (141, 157)]
[(142, 89), (142, 283), (142, 20), (142, 223), (142, 157)]
[(143, 88), (143, 284), (143, 19), (143, 224), (143, 157)]
[(144, 88), (144, 285), (144, 19), (144, 224), (144, 157)]
[(145, 87), (145, 285), (145, 18), (145, 224), (145, 157)]
[(146, 87), (146, 286), (146, 17), (146, 225), (146, 157)]
[(147, 86), (147, 287), (147, 16), (147, 225), (147, 157)]
[(148, 86), (148, 288), (148, 15), (148, 225), (148, 157)]
[(149, 85), (149, 288), (149, 14), (149, 226), (149, 157)]
[(150, 85), (150, 289), (150, 13), (150, 226), (150, 157)]
[(151, 85), (151, 290), (151, 12), (151, 226), (151, 157)]
[(152, 84), (152, 291), (152, 11), (152, 227), (152, 157)]
[(153, 84), (153, 291), (153, 10), (153, 227), (153, 157)]
[(154, 83), (154, 292), (154, 9), (154, 228), (154, 157)]
[(155, 83), (155, 293), (155, 8), (155, 228), (155, 157)]
[(156, 82), (156, 294), (156, 8), (156, 228), (156, 157)]
[(157, 82), (157, 294), (157, 7), (157, 229), (157, 157)]
[(158, 81), (158, 295), (158, 6), (158, 229), (158, 157)]
[(159, 81), (159, 296), (159, 5), (159, 229), (159, 157)]
[(160, 80), (160, 297), (160, 4), (160, 230), (160, 156)]
[(161, 80), (161, 297), (161, 3), (161, 230), (161, 156)]
[(162, 79), (162, 298), (162, 2), (162, 231), (162, 156)]
[(163, 79), (163, 299), (163, 1), (163, 231), (163, 156)]
[(164, 78), (164, 300), (164, 0), (164, 231), (164, 156)]
[(165, 78), (165, 300), (165, 0), (165, 232), (165, 156)]
[(166, 77), (166, 301), (166, -1), (166, 232), (166, 156)]
[(167, 77), (167, 302), (167, -2), (167, 232), (167, 156)]
[(168, 76), (168, 303), (168, -3), (168, 233), (168, 156)]
[(169, 76), (169, 303), (169, -3), (169, 233), (169, 156)]
[(170, 75), (170, 304), (170, -4), (170, 234), (170, 156)]
[(171, 75), (171, 305), (171, -5), (171, 234), (171, 156)]
[(172, 74), (172, 306), (172, -6), (172, 234), (172, 156)]
[(173, 74), (173, 306), (173, -7), (173, 235), (173, 156)]
[(174, 73), (174, 307), (174, -8), (174, 235), (174, 156)]
[(175, 73), (175, 308), (175, -9), (175, 235), (175, 156)]
[(176, 72), (176, 309), (176, -10), (176, 236), (176, 156)]
[(177, 72), (177, 309), (177, -11), (177, 236), (177, 156)]
[(178, 71), (178, 310), (178, -12), (178, 237), (178, 156)]
[(179, 71), (179, 311), (179, -13), (179, 237), (179, 156)]
[(180, 71), (180, 312), (180, -14), (180, 237), (180, 155)]
[(181, 70), (181, 312), (181, -14), (181, 238), (181, 155)]
[(182, 70), (182, 313), (182, -15), (182, 238), (182, 155)]
[(183, 69), (183, 314), (183, -16), (183, 238), (183, 155)]
[(184, 69), (184, 315), (184, -17), (184, 239), (184, 155)]
[(185, 68), (185, 315), (185, -18), (185, 239), (185, 155)]
[(186, 68), (186, 316), (186, -19), (186, 239), (186, 155)]
[(187, 67), (187, 317), (187, -20), (187, 240), (187, 155)]
[(188, 67), (188, 318), (188, -21), (188, 240), (188, 155)]
[(189, 66), (189, 318), (189, -22), (189, 241), (189, 155)]
[(190, 66), (190, 319), (190, -23), (190, 241), (190, 155)]
[(191, 65), (191, 320), (191, -24), (191, 241), (191, 155)]
[(192, 65), (192, 321), (192, -25), (192, 242), (192, 155)]
[(193, 64), (193, 321), (193, -25), (193, 242), (193, 155)]
[(194, 64), (194, 322), (194, -26), (194, 242), (194, 155)]
[(195, 63), (195, 323), (195, -27), (195, 243), (195, 155)]
[(196, 63), (196, 324), (196, -28), (196, 243), (196, 155)]
[(197, 62), (197, 324), (197, -29), (197, 244), (197, 155)]
[(198, 62), (198, 325), (198, -30), (198, 244), (198, 155)]
[(199, 61), (199, 326), (199, -31), (199, 244), (199, 155)]
[(200, 61), (200, 327), (200, -32), (200, 245), (200, 154)]
[(201, 60), (201, 327), (201, -33), (201, 245), (201, 154)]
[(202, 60), (202, 328), (202, -34), (202, 245), (202, 154)]
[(203, 59), (203, 329), (203, -35), (203, 246), (203, 154)]
[(204, 59), (204, 330), (204, -36), (204, 246), (204, 154)]
[(205, 58), (205, 330), (205, -36), (205, 247), (205, 154)]
[(206, 58), (206, 331), (206, -37), (206, 247), (206, 154)]
[(207, 57), (207, 332), (207, -38), (207, 247), (207, 154)]
[(208, 57), (208, 333), (208, -39), (208, 248), (208, 154)]
[(209, 56), (209, 333), (209, -40), (209, 248), (209, 154)]
[(210, 56), (210, 334), (210, -41), (210, 248), (210, 154)]
[(211, 56), (211, 335), (211, -42), (211, 249), (211, 154)]
[(212, 55), (212, 336), (212, -43), (212, 249), (212, 154)]
[(213, 55), (213, 336), (213, -44), (213, 249), (213, 154)]
[(214, 54), (214, 337), (214, -45), (214, 250), (214, 154)]
[(215, 54), (215, 338), (215, -46), (215, 250), (215, 154)]
[(216, 53), (216, 339), (216, -47), (216, 251), (216, 154)]
[(217, 53), (217, 339), (217, -47), (217, 251), (217, 154)]
[(218, 52), (218, 340), (218, -48), (218, 251), (218, 154)]
[(219, 52), (219, 341), (219, -49), (219, 252), (219, 154)]
[(220, 51), (220, 342), (220, -50), (220, 252), (220, 153)]
[(221, 51), (221, 342), (221, -51), (221, 252), (221, 153)]
[(222, 50), (222, 343), (222, -52), (222, 253), (222, 153)]
[(223, 50), (223, 344), (223, -53), (223, 253), (223, 153)]
[(224, 49), (224, 345), (224, -54), (224, 254), (224, 153)]
[(225, 49), (225, 345), (225, -55), (225, 254), (225, 153)]
[(226, 48), (226, 346), (226, -56), (226, 254), (226, 153)]
[(227, 48), (227, 347), (227, -57), (227, 255), (227, 153)]
[(228, 47), (228, 348), (228, -58), (228, 255), (228, 153)]
[(229, 47), (229, 348), (229, -58), (229, 255), (229, 153)]
[(230, 46), (230, 349), (230, -59), (230, 256), (230, 153)]
[(231, 46), (231, 350), (231, -60), (231, 256), (231, 153)]
[(232, 45), (232, 351), (232, -61), (232, 257), (232, 153)]
[(233, 45), (233, 351), (233, -62), (233, 257), (233, 153)]
[(234, 44), (234, 352), (234, -63), (234, 257), (234, 153)]
[(235, 44), (235, 353), (235, -64), (235, 258), (235, 153)]
[(236, 43), (236, 354), (236, -65), (236, 258), (236, 153)]
[(237, 43), (237, 354), (237, -66), (237, 258), (237, 153)]
[(238, 42), (238, 355), (238, -67), (238, 259), (238, 153)]
[(239, 42), (239, 356), (239, -68), (239, 259), (239, 153)]
